recording,site,event_id,t_start,t_end,n_pulses,gamma_score,cv2_p95,cv2_max,lag1_autocorr,spatial_silhouette,spatial_minority_frac,spatial_interleave,n_concurrent_tracks,reject_reason
flona12-20250920T1559-1_pulses,line_site_6,100,23713.256,23713.335,8,0.849,0.642,0.756,-0.115,0.122,0.375,1.000,0,overlapping-volley
flona12-20250920T1559-1_pulses,line_site_6,122,23717.737,23718.483,74,0.868,0.644,0.973,-0.061,0.730,0.027,1.000,1,overlapping-volley
flona12-20250920T1559-1_pulses,line_site_6,125,23719.836,23719.925,11,0.746,0.251,0.280,-0.106,0.564,0.273,0.667,1,"interleaved-2nd-cluster(sil=0.56,min=0.27,il=0.67);overlapping-volley"
flona12-20250920T1559-1_pulses,line_site_6,127,23720.086,23720.247,11,0.681,0.245,0.247,-0.384,0.600,0.364,0.500,1,"interleaved-2nd-cluster(sil=0.60,min=0.36,il=0.50);overlapping-volley"
flona12-20250920T1559-1_pulses,line_site_6,129,23720.327,23720.516,11,0.778,0.284,0.298,-0.607,0.568,0.182,1.000,1,"interleaved-2nd-cluster(sil=0.57,min=0.18,il=1.00);overlapping-volley"
flona12-20250920T1559-1_pulses,line_site_6,130,23720.587,23720.790,12,0.865,0.508,0.561,-0.068,0.514,0.417,0.800,1,"interleaved-2nd-cluster(sil=0.51,min=0.42,il=0.80);overlapping-volley"
flona12-20250920T1559-1_pulses,line_site_6,135,23723.299,23723.444,9,0.799,0.411,0.476,-0.630,0.487,0.111,1.000,0,"interleaved-2nd-cluster(sil=0.49,min=0.11,il=1.00);overlapping-volley"
flona12-20250920T1559-1_pulses,line_site_6,144,23728.839,23728.936,9,0.911,0.560,0.600,0.006,0.502,0.333,0.667,1,"interleaved-2nd-cluster(sil=0.50,min=0.33,il=0.67);overlapping-volley"
flona12-20250920T1559-1_pulses,line_site_6,149,23733.278,23734.036,60,0.869,0.721,1.383,-0.099,0.820,0.033,1.000,1,overlapping-volley
flona12-20250920T1559-1_pulses,line_site_6,150,23734.274,23734.366,9,0.858,0.523,0.573,-0.482,0.170,0.222,0.500,1,overlapping-volley
flona12-20250920T1559-1_pulses,line_site_6,161,23737.150,23738.561,93,0.903,0.535,0.760,-0.079,0.670,0.032,1.000,0,overlapping-volley
flona12-20250920T1559-1_pulses,line_site_6,163,23739.019,23739.567,32,0.880,0.509,0.559,-0.432,0.294,0.438,0.571,0,overlapping-volley
flona12-20250920T1559-1_pulses,line_site_6,167,23739.822,23741.158,123,0.800,0.266,0.692,0.231,0.305,0.341,0.690,0,overlapping-volley
flona12-20250920T1559-1_pulses,line_site_6,168,23741.626,23741.756,11,0.864,0.490,0.498,-0.655,0.268,0.273,0.667,0,overlapping-volley
flona12-20250920T1559-1_pulses,line_site_6,170,23742.254,23742.700,20,0.812,0.067,0.068,-0.832,0.431,0.350,0.286,0,overlapping-volley
flona12-20250920T1559-1_pulses,line_site_6,173,23743.169,23743.375,10,0.773,0.124,0.147,-0.458,0.491,0.300,0.333,0,overlapping-volley
flona12-20250920T1559-1_pulses,line_site_6,176,23750.350,23750.632,21,0.911,0.623,0.677,-0.665,0.358,0.476,0.300,1,overlapping-volley
flona12-20250920T1559-1_pulses,line_site_6,181,23752.113,23752.354,16,0.757,0.724,0.825,-0.596,0.203,0.438,0.571,2,overlapping-volley
flona12-20250920T1559-1_pulses,line_site_6,185,23757.272,23757.394,10,0.898,0.426,0.468,-0.689,0.203,0.500,0.600,0,overlapping-volley
flona12-20250920T1559-1_pulses,line_site_6,186,23757.719,23758.096,22,0.850,0.566,0.662,-0.726,0.446,0.409,0.111,0,overlapping-volley
flona12-20250920T1559-1_pulses,line_site_6,190,24587.939,24588.083,19,0.836,0.987,1.149,-0.550,0.458,0.368,0.571,0,"interleaved-2nd-cluster(sil=0.46,min=0.37,il=0.57);overlapping-volley"
flona12-20250920T1559-1_pulses,line_site_6,194,25904.861,25904.972,20,0.783,0.839,0.988,-0.685,0.568,0.400,0.125,1,overlapping-volley
flona12-20250920T1559-1_pulses,line_site_6,200,26553.622,26553.739,29,0.809,0.736,0.846,-0.556,0.319,0.276,0.625,2,overlapping-volley
flona12-20250920T1559-1_pulses,line_site_6,208,36302.094,36302.447,51,0.818,0.763,0.868,-0.013,0.770,0.333,0.059,1,overlapping-volley
flona12-20250920T1559-1_pulses,line_site_6,210,38318.680,38318.822,19,0.860,0.756,1.257,-0.650,0.739,0.053,1.000,1,overlapping-volley
flona12-20250920T1559-1_pulses,line_site_6,212,38319.258,38319.625,27,0.841,0.219,0.279,-0.678,0.343,0.407,0.364,1,overlapping-volley
flona12-20250920T1559-1_pulses,line_site_6,213,38319.655,38320.171,32,0.783,0.416,0.520,-0.772,0.399,0.406,0.385,1,overlapping-volley
flona12-20250920T1559-1_pulses,line_site_6,216,38320.651,38320.957,21,0.967,0.348,1.174,-0.339,0.495,0.286,1.000,1,"interleaved-2nd-cluster(sil=0.49,min=0.29,il=1.00);overlapping-volley"
flona12-20250920T1559-1_pulses,line_site_6,217,38320.993,38321.285,18,0.859,0.348,0.501,-0.316,0.374,0.444,0.500,1,overlapping-volley
flona12-20250920T1559-1_pulses,line_site_6,220,38321.628,38321.985,23,0.851,0.142,0.155,-0.441,0.326,0.304,0.714,1,overlapping-volley
flona12-20250920T1559-1_pulses,line_site_6,224,41795.028,41795.068,8,0.825,1.282,1.316,-0.774,0.750,0.500,0.250,0,overlapping-volley
flona12-20250920T1559-1_pulses,line_site_6,225,41795.096,41795.192,17,0.818,0.903,0.981,-0.026,0.740,0.412,0.571,0,"interleaved-2nd-cluster(sil=0.74,min=0.41,il=0.57);overlapping-volley"
flona12-20250920T1559-1_pulses,line_site_6,228,48061.703,48061.826,17,0.916,0.649,1.041,-0.550,0.271,0.294,0.400,0,overlapping-volley
flona12-20250920T1559-1_pulses,line_site_6,229,48062.318,48062.381,8,0.960,0.778,0.885,-0.278,0.434,0.125,1.000,0,overlapping-volley
flona12-20250920T1559-1_pulses,line_site_6,231,98508.463,98508.553,13,0.729,1.029,1.088,-0.571,0.276,0.231,1.000,0,overlapping-volley
flona12-20250920T1559-1_pulses,line_site_6,232,98509.099,98509.226,20,0.764,1.162,1.454,-0.441,0.248,0.400,0.875,0,overlapping-volley
flona12-20250920T1559-1_pulses,line_site_6,233,98509.732,98509.916,40,0.796,1.044,1.202,0.042,0.224,0.400,0.188,0,overlapping-volley
flona12-20250920T1559-1_pulses,line_site_6,236,98576.715,98576.751,10,0.781,0.829,0.868,-0.454,0.856,0.100,1.000,2,"interleaved-2nd-cluster(sil=0.86,min=0.10,il=1.00)"
flona12-20250920T1559-1_pulses,line_site_6,237,98579.834,98580.041,34,0.806,1.114,1.628,-0.267,0.915,0.059,0.500,2,overlapping-volley
flona12-20250920T1559-1_pulses,line_site_6,247,98928.325,98928.492,38,0.786,0.903,1.203,-0.257,0.619,0.158,0.667,1,"interleaved-2nd-cluster(sil=0.62,min=0.16,il=0.67);overlapping-volley"
flona12-20250920T1559-1_pulses,line_site_6,250,98929.237,98929.349,28,0.663,1.233,1.317,-0.363,0.526,0.357,0.500,1,"interleaved-2nd-cluster(sil=0.53,min=0.36,il=0.50);overlapping-volley"
flona12-20250920T1559-1_pulses,line_site_6,251,98930.036,98930.074,11,0.805,0.538,0.550,0.039,0.440,0.091,1.000,1,overlapping-volley
flona12-20250920T1559-1_pulses,line_site_6,252,98943.122,98943.547,67,0.829,0.977,1.495,-0.084,0.488,0.313,0.143,0,overlapping-volley
flona12-20250920T1559-1_pulses,line_site_6,253,98943.575,98943.698,10,0.713,0.980,1.074,-0.873,0.522,0.500,0.200,0,overlapping-volley
flona12-20250920T1559-1_pulses,line_site_6,256,98946.584,98946.653,11,0.826,1.342,1.395,-0.503,0.763,0.182,0.500,0,"interleaved-2nd-cluster(sil=0.76,min=0.18,il=0.50)"
flona12-20250920T1559-1_pulses,line_site_6,258,99071.419,99071.447,8,0.816,0.596,0.667,-0.498,0.538,0.125,1.000,3,"interleaved-2nd-cluster(sil=0.54,min=0.12,il=1.00)"
flona16-20250916T1521-1_pulses,line_site_7,1,14219.076,14219.111,9,0.804,0.398,0.412,-0.502,0.639,0.111,1.000,0,"interleaved-2nd-cluster(sil=0.64,min=0.11,il=1.00);overlapping-volley"
flona16-20250916T1521-1_pulses,line_site_7,3,14219.182,14219.267,15,0.816,0.925,1.011,-0.259,0.634,0.400,0.333,0,overlapping-volley
flona16-20250916T1521-1_pulses,line_site_7,8,17830.525,17830.603,19,0.769,0.786,0.871,-0.560,0.754,0.105,1.000,0,"interleaved-2nd-cluster(sil=0.75,min=0.11,il=1.00);overlapping-volley"
flona16-20250916T1521-1_pulses,line_site_7,9,17830.642,17830.943,27,0.855,0.877,0.943,-0.401,0.506,0.074,1.000,0,overlapping-volley
flona16-20250916T1521-1_pulses,line_site_7,13,18038.113,18038.155,8,0.795,1.001,1.041,-0.399,0.157,0.500,0.250,0,overlapping-volley
flona16-20250916T1521-1_pulses,line_site_7,21,19398.368,19398.513,34,0.793,0.469,0.672,-0.457,0.608,0.353,0.583,0,"interleaved-2nd-cluster(sil=0.61,min=0.35,il=0.58)"
flona16-20250916T1521-1_pulses,line_site_7,22,19500.166,19500.371,38,0.819,0.869,1.315,0.065,0.763,0.263,0.100,0,overlapping-volley
flona16-20250916T1521-1_pulses,line_site_7,26,22302.285,22302.356,14,0.791,0.924,0.932,-0.481,0.511,0.214,0.667,0,"interleaved-2nd-cluster(sil=0.51,min=0.21,il=0.67)"
flona16-20250916T1521-1_pulses,line_site_7,31,25420.631,25420.788,37,0.710,1.025,1.426,-0.280,0.377,0.459,0.353,2,overlapping-volley
flona16-20250916T1521-1_pulses,line_site_7,35,25428.915,25429.004,23,0.794,0.435,1.028,-0.095,0.483,0.217,0.600,0,"interleaved-2nd-cluster(sil=0.48,min=0.22,il=0.60);overlapping-volley"
flona16-20250916T1521-1_pulses,line_site_7,36,25429.830,25429.939,24,0.755,0.821,0.900,-0.794,0.361,0.417,0.600,0,overlapping-volley
flona16-20250916T1521-1_pulses,line_site_7,40,25640.836,25641.060,56,0.748,0.687,1.303,0.659,0.815,0.071,0.500,0,overlapping-volley
flona16-20250916T1521-1_pulses,line_site_7,42,26230.263,26230.320,14,0.760,1.144,1.149,-0.470,0.532,0.071,1.000,0,overlapping-volley
flona16-20250916T1521-1_pulses,line_site_7,44,30875.521,30875.596,20,0.770,0.757,0.962,-0.285,0.629,0.150,0.667,0,"interleaved-2nd-cluster(sil=0.63,min=0.15,il=0.67);overlapping-volley"
flona16-20250916T1521-1_pulses,line_site_7,49,31031.257,31031.660,39,0.877,0.566,0.777,-0.485,0.648,0.256,0.800,1,"interleaved-2nd-cluster(sil=0.65,min=0.26,il=0.80);overlapping-volley"
flona16-20250916T1521-1_pulses,line_site_7,52,31053.860,31054.006,33,0.805,0.764,0.940,-0.113,0.518,0.333,0.455,0,"interleaved-2nd-cluster(sil=0.52,min=0.33,il=0.45);overlapping-volley"
flona16-20250916T1521-1_pulses,line_site_7,53,31054.033,31054.378,70,0.800,0.752,1.360,0.190,0.848,0.029,0.500,0,overlapping-volley
flona16-20250916T1521-1_pulses,line_site_7,56,31054.644,31055.339,89,0.801,0.858,1.168,0.205,0.472,0.371,0.545,0,"interleaved-2nd-cluster(sil=0.47,min=0.37,il=0.55);overlapping-volley"
flona16-20250916T1521-1_pulses,line_site_7,58,31055.471,31056.335,64,0.883,0.737,1.246,0.091,0.738,0.031,1.000,0,overlapping-volley
flona16-20250916T1521-1_pulses,line_site_7,60,31056.523,31056.604,8,0.938,0.718,0.778,-0.280,0.780,0.375,0.667,0,"interleaved-2nd-cluster(sil=0.78,min=0.38,il=0.67);overlapping-volley"
flona16-20250916T1521-1_pulses,line_site_7,61,31056.673,31056.836,14,0.787,0.744,0.811,-0.544,0.584,0.500,0.571,0,"interleaved-2nd-cluster(sil=0.58,min=0.50,il=0.57);overlapping-volley"
flona16-20250916T1521-1_pulses,line_site_7,62,31056.870,31057.266,49,0.606,0.621,0.931,0.322,0.501,0.327,0.750,0,"interleaved-2nd-cluster(sil=0.50,min=0.33,il=0.75);overlapping-volley"
flona16-20250916T1521-1_pulses,line_site_7,66,31064.192,31064.700,70,0.859,0.352,0.596,0.164,0.431,0.386,0.481,1,overlapping-volley
flona16-20250916T1521-1_pulses,line_site_7,68,31066.090,31066.443,42,0.812,0.319,0.474,-0.148,0.573,0.405,0.588,2,"interleaved-2nd-cluster(sil=0.57,min=0.40,il=0.59);overlapping-volley"
flona16-20250916T1521-1_pulses,line_site_7,70,31067.647,31067.774,8,0.775,0.496,0.516,-0.339,0.571,0.375,0.667,1,"interleaved-2nd-cluster(sil=0.57,min=0.38,il=0.67);overlapping-volley"
flona16-20250916T1521-1_pulses,line_site_7,72,31068.416,31068.573,12,0.854,0.833,0.983,-0.720,0.395,0.417,0.600,1,overlapping-volley
flona16-20250916T1521-1_pulses,line_site_7,73,31068.718,31068.944,16,0.917,0.396,0.501,-0.309,0.305,0.312,0.800,1,overlapping-volley
flona16-20250916T1521-1_pulses,line_site_7,76,31069.379,31069.668,17,0.887,0.372,0.377,-0.140,0.604,0.059,1.000,0,overlapping-volley
flona16-20250916T1521-1_pulses,line_site_7,78,31069.998,31070.123,10,0.872,0.545,0.609,-0.583,0.407,0.300,0.667,0,overlapping-volley
flona16-20250916T1521-1_pulses,line_site_7,79,31070.151,31070.587,26,0.863,0.286,0.591,-0.480,0.518,0.346,0.444,0,overlapping-volley
flona16-20250916T1521-1_pulses,line_site_7,80,31070.715,31070.905,11,0.909,0.356,0.357,-0.471,0.564,0.455,0.600,0,"interleaved-2nd-cluster(sil=0.56,min=0.45,il=0.60);overlapping-volley"
flona16-20250916T1521-1_pulses,line_site_7,81,31070.930,31071.256,18,0.726,0.209,0.259,-0.524,0.527,0.444,0.750,0,"interleaved-2nd-cluster(sil=0.53,min=0.44,il=0.75);overlapping-volley"
flona16-20250916T1521-1_pulses,line_site_7,85,31071.824,31072.019,12,0.874,0.232,0.261,-0.113,0.691,0.083,1.000,0,"interleaved-2nd-cluster(sil=0.69,min=0.08,il=1.00);overlapping-volley"
flona16-20250916T1521-1_pulses,line_site_7,87,31072.173,31072.339,10,0.766,0.405,0.467,-0.672,0.494,0.400,0.750,0,"interleaved-2nd-cluster(sil=0.49,min=0.40,il=0.75);overlapping-volley"
flona16-20250916T1521-1_pulses,line_site_7,88,31072.366,31072.512,8,0.718,0.206,0.212,-0.462,0.629,0.500,0.750,0,"interleaved-2nd-cluster(sil=0.63,min=0.50,il=0.75);overlapping-volley"
flona16-20250916T1521-1_pulses,line_site_7,89,31072.569,31072.956,24,0.769,0.530,0.578,-0.531,0.567,0.458,0.545,0,"interleaved-2nd-cluster(sil=0.57,min=0.46,il=0.55);overlapping-volley"
flona16-20250916T1521-1_pulses,line_site_7,93,31074.025,31074.130,8,0.846,0.317,0.337,0.210,0.559,0.375,0.333,0,overlapping-volley
flona16-20250916T1521-1_pulses,line_site_7,94,31074.157,31074.445,15,0.744,0.191,0.195,-0.499,0.472,0.333,0.800,0,"interleaved-2nd-cluster(sil=0.47,min=0.33,il=0.80);overlapping-volley"
flona16-20250916T1521-1_pulses,line_site_7,98,31077.417,31077.777,25,0.900,0.308,0.481,-0.669,0.772,0.040,1.000,0,overlapping-volley
flona16-20250916T1521-1_pulses,line_site_7,99,31077.817,31077.982,9,0.768,0.156,0.163,-0.075,0.489,0.111,1.000,0,"interleaved-2nd-cluster(sil=0.49,min=0.11,il=1.00);overlapping-volley"
flona16-20250916T1521-1_pulses,line_site_7,100,31078.007,31078.623,31,0.697,0.218,0.336,-0.549,0.440,0.484,0.467,0,overlapping-volley
flona16-20250916T1521-1_pulses,line_site_7,110,31079.686,31080.016,19,0.764,0.554,0.577,-0.684,0.695,0.105,0.500,0,"interleaved-2nd-cluster(sil=0.69,min=0.11,il=0.50);overlapping-volley"
flona16-20250916T1521-1_pulses,line_site_7,113,31080.506,31080.582,8,0.802,0.413,0.420,-0.444,0.718,0.375,1.000,0,"interleaved-2nd-cluster(sil=0.72,min=0.38,il=1.00);overlapping-volley"
flona16-20250916T1521-1_pulses,line_site_7,115,31080.862,31081.025,9,0.837,0.181,0.206,-0.075,0.657,0.444,0.500,0,"interleaved-2nd-cluster(sil=0.66,min=0.44,il=0.50);overlapping-volley"
flona16-20250916T1521-1_pulses,line_site_7,120,31100.429,31100.570,11,0.923,0.648,0.655,-0.113,0.815,0.455,0.400,0,overlapping-volley
flona16-20250916T1521-1_pulses,line_site_7,122,31100.683,31100.826,8,0.841,0.305,0.358,-0.573,0.556,0.500,0.750,0,"interleaved-2nd-cluster(sil=0.56,min=0.50,il=0.75);overlapping-volley"
flona16-20250916T1521-1_pulses,line_site_7,123,31101.045,31101.281,14,0.931,0.392,0.453,-0.360,0.737,0.500,0.714,0,"interleaved-2nd-cluster(sil=0.74,min=0.50,il=0.71);overlapping-volley"
flona16-20250916T1521-1_pulses,line_site_7,126,31101.452,31101.614,9,0.727,0.185,0.213,-0.881,0.595,0.333,0.667,0,"interleaved-2nd-cluster(sil=0.59,min=0.33,il=0.67);overlapping-volley"
flona16-20250916T1521-1_pulses,line_site_7,129,31105.130,31105.894,72,0.925,0.592,0.656,0.137,0.502,0.417,0.667,1,"interleaved-2nd-cluster(sil=0.50,min=0.42,il=0.67);overlapping-volley"
flona16-20250916T1521-1_pulses,line_site_7,136,31112.568,31112.704,14,0.849,0.533,0.556,-0.650,0.849,0.071,1.000,0,overlapping-volley
flona16-20250916T1521-1_pulses,line_site_7,137,31112.731,31113.999,97,0.838,0.263,0.734,-0.084,0.303,0.206,0.700,0,overlapping-volley
flona16-20250916T1521-1_pulses,line_site_7,142,33241.989,33242.046,13,0.846,0.653,0.667,-0.478,0.564,0.231,1.000,0,"interleaved-2nd-cluster(sil=0.56,min=0.23,il=1.00)"
flona16-20250916T1521-1_pulses,line_site_7,145,33724.451,33724.593,27,0.804,0.630,0.661,-0.469,0.382,0.407,0.545,1,overlapping-volley
flona16-20250916T1521-1_pulses,line_site_7,146,33809.210,33809.386,38,0.791,0.889,1.327,-0.007,0.333,0.474,0.389,0,overlapping-volley
flona16-20250916T1521-1_pulses,line_site_7,147,33809.418,33809.467,10,0.807,0.683,0.846,-0.375,0.428,0.500,0.600,0,overlapping-volley
flona16-20250916T1521-1_pulses,line_site_7,150,35573.734,35573.883,25,0.702,1.244,1.266,-0.444,0.515,0.320,0.625,1,"interleaved-2nd-cluster(sil=0.52,min=0.32,il=0.62)"
flona16-20250916T1521-1_pulses,line_site_7,158,41693.383,41693.496,19,0.909,1.122,1.182,-0.771,0.856,0.105,0.500,0,"interleaved-2nd-cluster(sil=0.86,min=0.11,il=0.50)"
flona16-20250916T1521-1_pulses,line_site_7,160,43343.382,43343.531,34,0.785,1.150,1.481,-0.082,0.400,0.353,0.333,0,overlapping-volley
flona16-20250916T1521-1_pulses,line_site_7,161,43343.592,43343.662,8,0.876,1.192,1.228,-0.360,0.420,0.375,0.667,0,overlapping-volley
flona16-20250916T1521-1_pulses,line_site_7,163,43348.073,43348.477,102,0.852,0.684,1.417,0.440,0.506,0.373,0.447,0,overlapping-volley
flona16-20250916T1521-1_pulses,line_site_7,167,43351.203,43351.283,9,0.849,0.658,0.707,-0.669,0.561,0.222,1.000,0,"interleaved-2nd-cluster(sil=0.56,min=0.22,il=1.00);overlapping-volley"
flona16-20250916T1521-1_pulses,line_site_7,168,43352.088,43352.183,9,0.887,0.663,0.669,-0.645,0.576,0.222,0.500,0,"interleaved-2nd-cluster(sil=0.58,min=0.22,il=0.50);overlapping-volley"
flona16-20250916T1521-1_pulses,line_site_7,169,43766.578,43766.805,50,0.807,0.672,1.000,0.172,0.270,0.440,0.545,0,overlapping-volley
flona16-20250916T1521-1_pulses,line_site_7,173,45158.044,45158.200,41,0.778,0.634,0.934,0.015,0.525,0.317,0.462,0,"interleaved-2nd-cluster(sil=0.53,min=0.32,il=0.46)"
flona16-20250916T1521-1_pulses,line_site_7,177,45185.797,45185.864,14,0.813,0.767,0.801,-0.153,0.553,0.071,1.000,0,overlapping-volley
flona16-20250916T1521-1_pulses,line_site_7,179,45186.118,45186.667,61,0.837,0.591,0.728,0.044,0.728,0.016,1.000,0,overlapping-volley
flona16-20250916T1521-1_pulses,line_site_7,191,49719.464,49719.623,45,0.833,0.364,1.292,-0.058,0.731,0.022,1.000,0,overlapping-volley
flona16-20250916T1521-1_pulses,line_site_7,193,49721.480,49721.583,22,0.804,0.736,1.314,-0.383,0.705,0.182,0.500,0,"interleaved-2nd-cluster(sil=0.71,min=0.18,il=0.50)"
flona16-20250916T1521-1_pulses,line_site_7,194,49723.283,49723.516,46,0.808,0.884,1.386,0.155,0.289,0.413,0.474,0,overlapping-volley
flona16-20250916T1521-1_pulses,line_site_7,198,49725.160,49725.243,22,0.821,1.258,1.278,-0.135,0.814,0.136,0.667,0,"interleaved-2nd-cluster(sil=0.81,min=0.14,il=0.67);overlapping-volley"
flona16-20250916T1521-1_pulses,line_site_7,199,49726.205,49726.274,14,0.807,0.670,1.076,-0.371,0.771,0.214,0.667,0,"interleaved-2nd-cluster(sil=0.77,min=0.21,il=0.67);overlapping-volley"
flona16-20250916T1521-1_pulses,line_site_7,200,49730.150,49730.237,22,0.816,0.839,1.150,-0.457,0.706,0.227,0.600,0,"interleaved-2nd-cluster(sil=0.71,min=0.23,il=0.60)"
flona16-20250916T1521-1_pulses,line_site_7,202,49755.300,49755.546,52,0.815,0.649,1.590,0.004,0.574,0.077,0.750,0,overlapping-volley
flona16-20250916T1521-1_pulses,line_site_7,205,49808.318,49808.540,48,0.789,0.665,0.959,-0.204,0.395,0.396,0.211,0,overlapping-volley
flona16-20250916T1521-1_pulses,line_site_7,212,51357.601,51357.630,8,0.777,0.730,0.756,-0.678,0.544,0.125,1.000,0,"interleaved-2nd-cluster(sil=0.54,min=0.12,il=1.00);overlapping-volley"
flona16-20250916T1521-1_pulses,line_site_7,213,51357.803,51358.160,69,0.803,0.741,1.433,-0.048,0.481,0.246,0.588,0,"interleaved-2nd-cluster(sil=0.48,min=0.25,il=0.59);overlapping-volley"
flona16-20250916T1521-1_pulses,line_site_7,215,51358.329,51358.372,9,0.808,0.909,1.048,-0.347,0.481,0.111,1.000,0,"interleaved-2nd-cluster(sil=0.48,min=0.11,il=1.00);overlapping-volley"
flona16-20250916T1521-1_pulses,line_site_7,218,51359.166,51359.797,101,0.810,0.635,1.191,0.284,0.792,0.010,1.000,0,overlapping-volley
flona16-20250916T1521-1_pulses,line_site_7,225,51361.917,51361.957,8,0.713,0.404,0.448,-0.880,0.782,0.125,1.000,0,"interleaved-2nd-cluster(sil=0.78,min=0.12,il=1.00);overlapping-volley"
flona16-20250916T1521-1_pulses,line_site_7,229,100649.157,100649.287,23,0.757,1.198,1.347,-0.232,0.672,0.130,1.000,0,"interleaved-2nd-cluster(sil=0.67,min=0.13,il=1.00)"
flona16-20250916T1521-1_pulses,line_site_7,233,103567.996,103568.069,11,0.789,1.489,1.530,-0.833,0.458,0.091,1.000,0,"interleaved-2nd-cluster(sil=0.46,min=0.09,il=1.00)"
flona16-20250916T1521-1_pulses,line_site_7,236,105510.615,105510.659,11,0.734,0.700,0.716,-0.831,0.535,0.273,0.667,0,"interleaved-2nd-cluster(sil=0.54,min=0.27,il=0.67)"
flona16-20250916T1521-1_pulses,line_site_7,237,106339.062,106339.318,53,0.786,0.669,0.962,-0.211,0.753,0.038,1.000,0,overlapping-volley
flona16-20250916T1521-1_pulses,line_site_7,246,107543.395,107543.448,8,0.879,0.966,0.981,-0.321,0.450,0.125,1.000,0,"interleaved-2nd-cluster(sil=0.45,min=0.12,il=1.00);overlapping-volley"
flona16-20250916T1521-1_pulses,line_site_7,253,110873.206,110873.348,30,0.800,1.279,1.419,-0.238,0.426,0.333,0.400,1,overlapping-volley
flona16-20250916T1521-1_pulses,line_site_7,261,114552.642,114552.701,9,0.854,1.004,1.009,-0.031,0.572,0.444,0.250,4,overlapping-volley
flona16-20250916T1521-1_pulses,line_site_7,262,114552.707,114552.805,16,0.789,0.870,1.177,-0.055,0.592,0.250,0.250,4,overlapping-volley
flona16-20250916T1521-1_pulses,line_site_7,264,114796.061,114796.777,91,0.871,0.828,1.358,0.420,0.458,0.385,0.714,1,"interleaved-2nd-cluster(sil=0.46,min=0.38,il=0.71);overlapping-volley"
flona16-20250916T1521-1_pulses,line_site_7,265,114796.810,114797.083,35,0.774,0.882,1.320,-0.071,0.397,0.343,0.750,1,overlapping-volley
flona16-20250916T1521-1_pulses,line_site_7,272,114797.653,114797.800,12,0.863,0.619,0.652,-0.593,0.525,0.333,0.500,1,"interleaved-2nd-cluster(sil=0.52,min=0.33,il=0.50);overlapping-volley"
flona16-20250916T1521-1_pulses,line_site_7,281,114801.076,114801.540,36,0.834,0.588,0.728,-0.393,0.862,0.028,1.000,1,overlapping-volley
flona16-20250916T1521-1_pulses,line_site_7,282,114801.575,114801.715,8,0.797,0.358,0.394,-0.249,0.447,0.125,1.000,2,overlapping-volley
flona16-20250916T1521-1_pulses,line_site_7,288,114802.356,114803.263,73,0.719,0.779,1.252,0.257,0.396,0.301,0.455,2,overlapping-volley
flona16-20250916T1521-1_pulses,line_site_7,302,114807.636,114807.966,29,0.917,0.879,1.189,-0.169,0.671,0.138,1.000,5,"interleaved-2nd-cluster(sil=0.67,min=0.14,il=1.00);overlapping-volley"
flona16-20250916T1521-1_pulses,line_site_7,339,114816.577,114816.973,32,0.908,0.724,1.237,-0.043,0.400,0.406,0.692,1,overlapping-volley
flona16-20250916T1521-1_pulses,line_site_7,341,114817.078,114817.201,8,0.814,0.082,0.083,-0.762,0.447,0.125,1.000,1,overlapping-volley
flona16-20250916T1521-1_pulses,line_site_7,344,114819.477,114820.004,47,0.918,0.848,0.938,0.050,0.299,0.340,0.750,0,overlapping-volley
flona16-20250916T1521-1_pulses,line_site_7,345,114820.029,114820.224,14,0.829,0.201,0.312,-0.087,0.560,0.214,0.667,1,"interleaved-2nd-cluster(sil=0.56,min=0.21,il=0.67);overlapping-volley"
flona16-20250916T1521-1_pulses,line_site_7,348,114822.660,114822.745,8,0.860,0.831,0.846,-0.615,0.642,0.250,1.000,2,"interleaved-2nd-cluster(sil=0.64,min=0.25,il=1.00);overlapping-volley"
flona16-20250916T1521-1_pulses,line_site_7,361,114823.268,114823.385,10,0.718,0.666,0.682,-0.307,0.747,0.100,1.000,2,"interleaved-2nd-cluster(sil=0.75,min=0.10,il=1.00);overlapping-volley"
flona16-20250916T1521-1_pulses,line_site_7,368,114827.901,114827.962,11,0.914,0.433,0.457,-0.248,0.428,0.455,0.400,2,overlapping-volley
flona16-20250916T1521-1_pulses,line_site_7,370,114829.091,114829.167,12,0.884,0.332,0.334,-0.365,0.596,0.417,0.600,2,"interleaved-2nd-cluster(sil=0.60,min=0.42,il=0.60);overlapping-volley"
flona16-20250916T1521-1_pulses,line_site_7,375,114829.324,114829.472,13,0.793,0.173,0.191,-0.528,0.612,0.462,0.667,2,"interleaved-2nd-cluster(sil=0.61,min=0.46,il=0.67);overlapping-volley"
flona16-20250916T1521-1_pulses,line_site_7,384,114833.998,114834.076,12,0.775,1.021,1.027,-0.283,0.400,0.417,0.600,3,overlapping-volley
flona16-20250916T1521-1_pulses,line_site_7,391,114835.506,114835.669,12,0.805,0.175,0.178,-0.502,0.805,0.250,1.000,3,"interleaved-2nd-cluster(sil=0.80,min=0.25,il=1.00);overlapping-volley"
flona16-20250916T1521-1_pulses,line_site_7,399,114836.523,114836.686,9,0.856,0.162,0.173,-0.112,0.459,0.333,0.667,2,"interleaved-2nd-cluster(sil=0.46,min=0.33,il=0.67);overlapping-volley"
